,delta_time,water_level,diff_water_level,rate_water_level,humd_1,diff_humed_1,rate_humed_1,,,humd_2,diff_humed_2,rate_humed_2,humd_3,diff_humed_3,rate_humed_3,humd_4,diff_humed_4,rate_humed_4,humd_5,diff_humed_5,rate_humed_5,humd_6,diff_humed_6,rate_humed_6,humd_7,diff_humed_7,rate_humed_7,humd_8,diff_humed_8,rate_humed_8,humd_9,diff_humed_9,rate_humed_9
351,60,1.4,0,0,96.28729,0,0,,,94.58594,0.03052,0.000508667,94.09003,0.03052,0.000508667,89.60394,0.02289,0.0003815,96.25677,0.03051,0.0005085,94.95978,0.03052,0.000508667,94.58594,0.03052,0.000508667,86.47589,0,0,97.08838,0.03052,0.000508667
352,60,1.4,0,0,96.31781,0.03052,0.000508667,,,94.58594,0,0,94.09003,0,0,89.60394,0,0,96.25677,0,0,94.9903,0.03052,0.000508667,94.58594,0,0,86.47589,0,0,97.1189,0.03052,0.000508667
353,60,1.4,0,0,96.31781,0,0,,,94.63934,0.0534,0.00089,94.11292,0.02289,0.0003815,89.63446,0.03052,0.000508667,96.25677,0,0,95.02081,0.03051,0.0005085,94.58594,0,0,86.50641,0.03052,0.000508667,97.1189,0,0
354,60,1.4,0,0,96.34833,0.03052,0.000508667,,,94.63934,0,0,94.14343,0.03051,0.0005085,89.63446,0,0,96.28729,0.03052,0.000508667,95.02081,0,0,94.61646,0.03052,0.000508667,86.50641,0,0,97.14941,0.03051,0.0005085
355,60,1.4,0,0,96.34833,0,0,,,94.66986,0.03052,0.000508667,94.14343,0,0,89.66498,0.03052,0.000508667,96.28729,0,0,95.05133,0.03052,0.000508667,94.61646,0,0,86.53693,0.03052,0.000508667,97.14941,0,0
356,60,1.4,0,0,96.37885,0.03052,0.000508667,,,94.70038,0.03052,0.000508667,94.17395,0.03052,0.000508667,89.66498,0,0,96.28729,0,0,95.05133,0,0,94.63934,0.02288,0.000381333,86.53693,0,0,97.17993,0.03052,0.000508667
357,61,1.4,0,0,96.37885,0,0,,,94.7309,0.03052,0.000500328,94.17395,0,0,89.6955,0.03052,0.000500328,96.31781,0.03052,0.000500328,95.08185,0.03052,0.000500328,94.63934,0,0,86.5827,0.04577,0.000750328,97.17993,0,0
358,62,1.4,0,0,96.37885,0,0,,,94.7309,0,0,94.20447,0.03052,0.000492258,89.6955,0,0,96.35596,0.03815,0.000615323,95.11237,0.03052,0.000492258,94.66986,0.03052,0.000492258,86.55981,-0.02289,-0.000369194,97.21045,0.03052,0.000492258
359,57,1.4,0,0,96.37885,0,0,,,94.76904,0.03814,0.000669123,94.20447,0,0,89.6955,0,0,96.35596,0,0,95.11237,0,0,94.66986,0,0,86.55981,0,0,97.24097,0.03052,0.000535439
360,60,1.4,0,0,96.37885,0,0,,,94.79956,0.03052,0.000508667,94.22736,0.02289,0.0003815,89.6955,0,0,96.38647,0.03051,0.0005085,95.15051,0.03814,0.000635667,94.66986,0,0,86.55981,0,0,97.24097,0,0
361,59,1.4,0,0,96.41699,0.03814,0.000646441,,,94.83008,0.03052,0.000517288,94.25787,0.03051,0.000517119,89.71838,0.02288,0.000387797,96.38647,0,0,95.18103,0.03052,0.000517288,94.70038,0.03052,0.000517288,86.59033,0.03052,0.000517288,97.24097,0,0
362,60,1.4,0,0,96.41699,0,0,,,94.83008,0,0,94.25787,0,0,89.7489,0.03052,0.000508667,96.41699,0.03052,0.000508667,95.18103,0,0,94.70038,0,0,86.63611,0.04578,0.000763,97.27148,0.03051,0.0005085
363,61,1.4,0,0,96.44751,0.03052,0.000500328,,,94.8606,0.03052,0.000500328,94.31128,0.05341,0.000875574,89.7489,0,0,96.41699,0,0,95.21155,0.03052,0.000500328,94.7309,0.03052,0.000500328,86.63611,0,0,97.27148,0,0
364,60,1.4,0,0,96.44751,0,0,,,94.89111,0.03051,0.0005085,94.31128,0,0,89.77942,0.03052,0.000508667,96.44751,0.03052,0.000508667,95.24207,0.03052,0.000508667,94.7309,0,0,86.66663,0.03052,0.000508667,97.302,0.03052,0.000508667
365,61,1.4,0,0,96.44751,0,0,,,94.89111,0,0,94.3418,0.03052,0.000500328,89.77942,0,0,96.47803,0.03052,0.000500328,95.24207,0,0,94.76141,0.03051,0.000500164,86.66663,0,0,97.302,0,0
366,59,1.4,0,0,96.47803,0.03052,0.000517288,,,94.92163,0.03052,0.000517288,94.3418,0,0,89.80231,0.02289,0.000387966,96.47803,0,0,95.27258,0.03051,0.000517119,94.76141,0,0,86.66663,0,0,97.33252,0.03052,0.000517288
367,60,1.4,0,0,96.47803,0,0,,,94.95215,0.03052,0.000508667,94.37231,0.03051,0.0005085,89.80231,0,0,96.47803,0,0,95.3031,0.03052,0.000508667,94.76141,0,0,86.69714,0.03051,0.0005085,97.37067,0.03815,0.000635833
368,60,1.4,0,0,96.50854,0.03051,0.0005085,,,94.95215,0,0,94.37231,0,0,89.80231,0,0,96.50854,0.03051,0.0005085,95.3031,0,0,94.79193,0.03052,0.000508667,86.69714,0,0,97.37067,0,0
369,59,1.4,0,0,96.50854,0,0,,,94.98267,0.03052,0.000517288,94.40283,0.03052,0.000517288,89.86334,0.06103,0.001034407,96.50854,0,0,95.33362,0.03052,0.000517288,94.79193,0,0,86.69714,0,0,97.37067,0,0
370,62,1.4,0,0,96.50854,0,0,,,95.01318,0.03051,0.000492097,94.40283,0,0,89.86334,0,0,96.50854,0,0,95.33362,0,0,94.82245,0.03052,0.000492258,86.69714,0,0,97.40118,0.03051,0.000492097
371,58,1.4,0,0,96.53906,0.03052,0.000526207,,,95.01318,0,0,94.42572,0.02289,0.000394655,89.89386,0.03052,0.000526207,96.50854,0,0,95.36414,0.03052,0.000526207,94.82245,0,0,86.72766,0.03052,0.000526207,97.4317,0.03052,0.000526207
372,60,1.4,0,0,96.53906,0,0,,,95.0437,0.03052,0.000508667,94.42572,0,0,89.89386,0,0,96.53906,0.03052,0.000508667,95.36414,0,0,94.82245,0,0,86.72766,0,0,97.4317,0,0
373,61,1.4,0,0,96.53906,0,0,,,95.08185,0.03815,0.00062541,94.45624,0.03052,0.000500328,89.89386,0,0,96.53906,0,0,95.39465,0.03051,0.000500164,94.8606,0.03815,0.00062541,86.75055,0.02289,0.000375246,97.4317,0,0
374,60,1.4,0,0,96.56958,0.03052,0.000508667,,,95.08185,0,0,94.45624,0,0,89.91675,0.02289,0.0003815,96.56958,0.03052,0.000508667,95.42517,0.03052,0.000508667,94.8606,0,0,86.75055,0,0,97.4317,0,0
375,59,1.4,0,0,96.56958,0,0,,,95.11237,0.03052,0.000517288,94.48676,0.03052,0.000517288,89.94727,0.03052,0.000517288,96.56958,0,0,95.42517,0,0,94.92163,0.06103,0.001034407,86.75055,0,0,97.4317,0,0
376,61,1.4,0,0,96.6001,0.03052,0.000500328,,,95.14288,0.03051,0.000500164,94.48676,0,0,89.94727,0,0,96.60773,0.03815,0.00062541,95.46332,0.03815,0.00062541,94.92163,0,0,86.75055,0,0,97.46222,0.03052,0.000500328
377,60,1.4,0,0,96.6001,0,0,,,95.14288,0,0,94.50964,0.02288,0.000381333,89.94727,0,0,96.60773,0,0,95.46332,0,0,94.92163,0,0,86.75055,0,0,97.46222,0,0
378,59,1.4,0,0,96.6001,0,0,,,95.1734,0.03052,0.000517288,94.54016,0.03052,0.000517288,89.97778,0.03051,0.000517119,96.63824,0.03051,0.000517119,95.49384,0.03052,0.000517288,94.95215,0.03052,0.000517288,86.78107,0.03052,0.000517288,97.49274,0.03052,0.000517288
379,60,1.4,0,0,96.63062,0.03052,0.000508667,,,95.1734,0,0,94.54016,0,0,89.97778,0,0,96.63824,0,0,95.49384,0,0,94.95215,0,0,86.78107,0,0,97.49274,0,0
380,60,1.4,0,0,96.63062,0,0,,,95.20392,0.03052,0.000508667,94.54016,0,0,89.97778,0,0,96.63824,0,0,95.52435,0.03051,0.0005085,94.95215,0,0,86.78107,0,0,97.49274,0,0
381,60,1.4,0,0,96.63062,0,0,,,95.23444,0.03052,0.000508667,94.54016,0,0,90.00067,0.02289,0.0003815,96.66876,0.03052,0.000508667,95.52435,0,0,94.98267,0.03052,0.000508667,86.81158,0.03051,0.0005085,97.52325,0.03051,0.0005085
382,60,1.4,0,0,96.66876,0.03814,0.000635667,,,95.23444,0,0,94.57068,0.03052,0.000508667,90.00067,0,0,96.66876,0,0,95.55487,0.03052,0.000508667,94.98267,0,0,86.81158,0,0,97.52325,0,0
383,60,1.4,0,0,96.66876,0,0,,,95.26495,0.03051,0.0005085,94.57068,0,0,90.00067,0,0,96.69928,0.03052,0.000508667,95.55487,0,0,94.98267,0,0,86.81158,0,0,97.55377,0.03052,0.000508667
384,60,1.4,0,0,96.66876,0,0,,,95.26495,0,0,94.57068,0,0,90.03119,0.03052,0.000508667,96.69928,0,0,95.58539,0.03052,0.000508667,95.01318,0.03051,0.0005085,86.81158,0,0,97.55377,0,0
385,60,1.4,0,0,96.69928,0.03052,0.000508667,,,95.29547,0.03052,0.000508667,94.6012,0.03052,0.000508667,90.03119,0,0,96.7298,0.03052,0.000508667,95.61591,0.03052,0.000508667,95.01318,0,0,86.83447,0.02289,0.0003815,97.58429,0.03052,0.000508667
386,61,1.4,0,0,96.69928,0,0,,,95.29547,0,0,94.6012,0,0,90.06171,0.03052,0.000500328,96.7298,0,0,95.61591,0,0,95.01318,0,0,86.83447,0,0,97.58429,0,0
387,60,1.4,0,0,96.69928,0,0,,,95.32599,0.03052,0.000508667,94.62408,0.02288,0.000381333,90.06171,0,0,96.7298,0,0,95.64642,0.03051,0.0005085,95.0437,0.03052,0.000508667,86.83447,0,0,97.58429,0,0
388,60,1.4,0,0,96.7298,0.03052,0.000508667,,,95.35651,0.03052,0.000508667,94.62408,0,0,90.06171,0,0,96.76031,0.03051,0.0005085,95.64642,0,0,95.0437,0,0,86.83447,0,0,97.62244,0.03815,0.000635833
389,60,1.4,0,0,96.7298,0,0,,,95.35651,0,0,94.68512,0.06104,0.001017333,90.06171,0,0,96.76031,0,0,95.67694,0.03052,0.000508667,95.0437,0,0,86.86499,0.03052,0.000508667,97.62244,0,0
390,60,1.4,0,0,96.7298,0,0,,,95.39465,0.03814,0.000635667,94.68512,0,0,90.09222,0.03051,0.0005085,96.76031,0,0,95.67694,0,0,95.07422,0.03052,0.000508667,86.86499,0,0,97.65295,0.03051,0.0005085
391,59,1.4,0,0,96.76031,0.03051,0.000517119,,,95.39465,0,0,94.71564,0.03052,0.000517288,90.09222,0,0,96.79083,0.03052,0.000517288,95.67694,0,0,95.07422,0,0,86.86499,0,0,97.65295,0,0
392,61,1.4,0,0,96.76031,0,0,,,95.42517,0.03052,0.000500328,94.71564,0,0,90.11511,0.02289,0.000375246,96.79083,0,0,95.71509,0.03815,0.00062541,95.10474,0.03052,0.000500328,86.86499,0,0,97.65295,0,0
393,59,1.4,0,0,96.76031,0,0,,,95.42517,0,0,94.71564,0,0,90.11511,0,0,96.82135,0.03052,0.000517288,95.74561,0.03052,0.000517288,95.10474,0,0,86.89551,0.03052,0.000517288,97.65295,0,0
394,61,1.4,0,0,96.79083,0.03052,0.000500328,,,95.45569,0.03052,0.000500328,94.74615,0.03051,0.000500164,90.11511,0,0,96.82135,0,0,95.74561,0,0,95.10474,0,0,86.89551,0,0,97.68347,0.03052,0.000500328
395,59,1.4,0,0,96.79083,0,0,,,95.45569,0,0,94.74615,0,0,90.11511,0,0,96.82135,0,0,95.74561,0,0,95.13525,0.03051,0.000517119,86.89551,0,0,97.68347,0,0
396,60,1.4,0,0,96.79083,0,0,,,95.48621,0.03052,0.000508667,94.77667,0.03052,0.000508667,90.14563,0.03052,0.000508667,96.85187,0.03052,0.000508667,95.77612,0.03051,0.0005085,95.13525,0,0,86.89551,0,0,97.71399,0.03052,0.000508667
397,60,1.4,0,0,96.82135,0.03052,0.000508667,,,95.51672,0.03051,0.0005085,94.77667,0,0,90.19904,0.05341,0.000890167,96.85187,0,0,95.80664,0.03052,0.000508667,95.13525,0,0,86.92603,0.03052,0.000508667,97.71399,0,0
398,60,1.4,0,0,96.82135,0,0,,,95.51672,0,0,94.77667,0,0,90.19904,0,0,96.88239,0.03052,0.000508667,95.80664,0,0,95.1734,0.03815,0.000635833,86.92603,0,0,97.71399,0,0
399,60,1.4,0,0,96.82135,0,0,,,95.54724,0.03052,0.000508667,94.80719,0.03052,0.000508667,90.19904,0,0,96.88239,0,0,95.80664,0,0,95.1734,0,0,86.92603,0,0,97.74451,0.03052,0.000508667
400,60,1.4,0,0,96.82135,0,0,,,95.54724,0,0,94.80719,0,0,90.19904,0,0,96.88239,0,0,95.83716,0.03052,0.000508667,95.1734,0,0,86.92603,0,0,97.74451,0,0
401,60,1.4,0,0,96.85187,0.03052,0.000508667,,,95.54724,0,0,94.80719,0,0,90.19904,0,0,96.92053,0.03814,0.000635667,95.86768,0.03052,0.000508667,95.1734,0,0,86.94891,0.02288,0.000381333,97.74451,0,0
402,60,1.4,0,0,96.85187,0,0,,,95.57776,0.03052,0.000508667,94.83771,0.03052,0.000508667,90.22955,0.03051,0.0005085,96.92053,0,0,95.86768,0,0,95.20392,0.03052,0.000508667,86.94891,0,0,97.77502,0.03051,0.0005085
403,60,1.4,0,0,96.85187,0,0,,,95.57776,0,0,94.83771,0,0,90.22955,0,0,96.92053,0,0,95.86768,0,0,95.20392,0,0,86.94891,0,0,97.77502,0,0
404,60,1.4,0,0,96.85187,0,0,,,95.60828,0.03052,0.000508667,94.86823,0.03052,0.000508667,90.22955,0,0,96.95105,0.03052,0.000508667,95.89819,0.03051,0.0005085,95.20392,0,0,86.94891,0,0,97.77502,0,0
405,61,1.4,0,0,96.85187,0,0,,,95.60828,0,0,94.86823,0,0,90.26007,0.03052,0.000500328,96.95105,0,0,95.89819,0,0,95.23444,0.03052,0.000500328,86.94891,0,0,97.80554,0.03052,0.000500328
406,59,1.4,0,0,96.85187,0,0,,,95.64642,0.03814,0.000646441,94.89874,0.03051,0.000517119,90.26007,0,0,96.95105,0,0,95.92871,0.03052,0.000517288,95.23444,0,0,86.97943,0.03052,0.000517288,97.80554,0,0
407,60,1.4,0,0,96.85187,0,0,,,95.64642,0,0,94.89874,0,0,90.26007,0,0,96.98157,0.03052,0.000508667,95.92871,0,0,95.26495,0.03051,0.0005085,86.97943,0,0,97.80554,0,0
408,60,1.4,0,0,96.85187,0,0,,,95.67694,0.03052,0.000508667,94.89874,0,0,90.29059,0.03052,0.000508667,96.98157,0,0,95.92871,0,0,95.26495,0,0,86.97943,0,0,97.83606,0.03052,0.000508667
409,60,1.4,0,0,96.88239,0.03052,0.000508667,,,95.67694,0,0,94.89874,0,0,90.29059,0,0,97.01208,0.03051,0.0005085,95.95923,0.03052,0.000508667,95.26495,0,0,86.97943,0,0,97.83606,0,0
410,60,1.4,0,0,96.88239,0,0,,,95.70746,0.03052,0.000508667,94.93689,0.03815,0.000635833,90.29059,0,0,97.01208,0,0,95.95923,0,0,95.29547,0.03052,0.000508667,87.00995,0.03052,0.000508667,97.83606,0,0
411,60,1.4,0,0,96.88239,0,0,,,95.70746,0,0,94.93689,0,0,90.31348,0.02289,0.0003815,97.01208,0,0,95.98975,0.03052,0.000508667,95.29547,0,0,87.00995,0,0,97.83606,0,0
412,60,1.4,0,0,96.9129,0.03051,0.0005085,,,95.73798,0.03052,0.000508667,94.96741,0.03052,0.000508667,90.31348,0,0,97.01208,0,0,95.98975,0,0,95.32599,0.03052,0.000508667,87.00995,0,0,97.86658,0.03052,0.000508667
413,61,1.4,0,0,96.9129,0,0,,,95.73798,0,0,94.96741,0,0,90.31348,0,0,97.0426,0.03052,0.000500328,96.02789,0.03814,0.000625246,95.32599,0,0,87.00995,0,0,97.86658,0,0
414,60,1.4,0,0,96.9129,0,0,,,95.76849,0.03051,0.0005085,94.96741,0,0,90.31348,0,0,97.0426,0,0,96.02789,0,0,95.32599,0,0,87.03284,0.02289,0.0003815,97.86658,0,0
415,60,1.4,0,0,96.9129,0,0,,,95.76849,0,0,94.99792,0.03051,0.0005085,90.31348,0,0,97.0426,0,0,96.05841,0.03052,0.000508667,95.32599,0,0,87.03284,0,0,97.89709,0.03051,0.0005085
416,59,1.4,0,0,96.94342,0.03052,0.000517288,,,95.79901,0.03052,0.000517288,94.99792,0,0,90.31348,0,0,97.0426,0,0,96.05841,0,0,95.38702,0.06103,0.001034407,87.03284,0,0,97.89709,0,0
417,60,1.4,0,0,96.94342,0,0,,,95.79901,0,0,94.99792,0,0,90.34399,0.03051,0.0005085,97.0426,0,0,96.05841,0,0,95.38702,0,0,87.03284,0,0,97.89709,0,0
418,61,1.4,0,0,96.94342,0,0,,,95.79901,0,0,95.02844,0.03052,0.000500328,90.34399,0,0,97.0426,0,0,96.08893,0.03052,0.000500328,95.38702,0,0,87.03284,0,0,97.89709,0,0
419,59,1.4,0,0,96.98157,0.03815,0.00064661,,,95.82953,0.03052,0.000517288,95.02844,0,0,90.37451,0.03052,0.000517288,97.07312,0.03052,0.000517288,96.08893,0,0,95.38702,0,0,87.03284,0,0,97.93524,0.03815,0.00064661
420,60,1.4,0,0,96.98157,0,0,,,95.82953,0,0,95.02844,0,0,90.37451,0,0,97.07312,0,0,96.11945,0.03052,0.000508667,95.38702,0,0,87.06335,0.03051,0.0005085,97.93524,0,0
421,60,1.4,0,0,96.98157,0,0,,,95.86005,0.03052,0.000508667,95.08948,0.06104,0.001017333,90.37451,0,0,97.07312,0,0,96.11945,0,0,95.38702,0,0,87.06335,0,0,97.96576,0.03052,0.000508667
422,60,1.4,0,0,96.98157,0,0,,,95.86005,0,0,95.08948,0,0,90.37451,0,0,97.10364,0.03052,0.000508667,96.11945,0,0,95.38702,0,0,87.06335,0,0,98.01917,0.05341,0.000890167
423,60,1.4,0,0,96.98157,0,0,,,95.89056,0.03051,0.0005085,95.08948,0,0,90.3974,0.02289,0.0003815,97.10364,0,0,96.14996,0.03051,0.0005085,95.38702,0,0,87.06335,0,0,97.96576,-0.05341,-0.000890167
424,60,1.4,0,0,97.01208,0.03051,0.0005085,,,95.89056,0,0,95.12,0.03052,0.000508667,90.3974,0,0,97.10364,0,0,96.14996,0,0,95.41754,0.03052,0.000508667,87.09387,0.03052,0.000508667,97.96576,0,0
425,60,1.4,0,0,97.01208,0,0,,,95.89056,0,0,95.12,0,0,90.3974,0,0,97.10364,0,0,96.18048,0.03052,0.000508667,95.41754,0,0,87.09387,0,0,97.96576,0,0
426,60,1.4,0,0,97.01208,0,0,,,95.92108,0.03052,0.000508667,95.12,0,0,90.42792,0.03052,0.000508667,97.13416,0.03052,0.000508667,96.18048,0,0,95.41754,0,0,87.09387,0,0,98.04968,0.08392,0.001398667
427,60,1.4,0,0,97.01208,0,0,,,95.92108,0,0,95.15051,0.03051,0.0005085,90.42792,0,0,97.13416,0,0,96.18048,0,0,95.44806,0.03052,0.000508667,87.09387,0,0,97.99628,-0.0534,-0.00089
428,60,1.4,0,0,97.0426,0.03052,0.000508667,,,95.9516,0.03052,0.000508667,95.15051,0,0,90.42792,0,0,97.16467,0.03051,0.0005085,96.18048,0,0,95.44806,0,0,87.09387,0,0,97.99628,0,0
429,60,1.4,0,0,97.0426,0,0,,,95.9516,0,0,95.15051,0,0,90.42792,0,0,97.16467,0,0,96.211,0.03052,0.000508667,95.44806,0,0,87.09387,0,0,98.0802,0.08392,0.001398667
430,60,1.4,0,0,97.0426,0,0,,,95.9516,0,0,95.18103,0.03052,0.000508667,90.45844,0.03052,0.000508667,97.16467,0,0,96.211,0,0,95.44806,0,0,87.12439,0.03052,0.000508667,98.0802,0,0
431,61,1.4,0,0,97.0426,0,0,,,95.98212,0.03052,0.000500328,95.18103,0,0,90.45844,0,0,97.19519,0.03052,0.000500328,96.24152,0.03052,0.000500328,95.48621,0.03815,0.00062541,87.12439,0,0,98.0802,0,0
432,59,1.4,0,0,97.07312,0.03052,0.000517288,,,95.98212,0,0,95.18103,0,0,90.45844,0,0,97.16467,-0.03052,-0.000517288,96.24152,0,0,95.48621,0,0,87.12439,0,0,98.0802,0,0
433,60,1.4,0,0,97.07312,0,0,,,96.02026,0.03814,0.000635667,95.21155,0.03052,0.000508667,90.51184,0.0534,0.00089,97.19519,0.03052,0.000508667,96.24152,0,0,95.48621,0,0,87.12439,0,0,98.05731,-0.02289,-0.0003815
434,60,1.4,0,0,97.07312,0,0,,,96.02026,0,0,95.21155,0,0,90.51184,0,0,97.19519,0,0,96.27203,0.03051,0.0005085,95.51672,0.03051,0.0005085,87.14728,0.02289,0.0003815,98.05731,0,0
435,60,1.4,0,0,97.07312,0,0,,,96.02026,0,0,95.21155,0,0,90.51184,0,0,97.22571,0.03052,0.000508667,96.27203,0,0,95.51672,0,0,87.14728,0,0,98.11072,0.05341,0.000890167
436,61,1.4,0,0,97.07312,0,0,,,96.05078,0.03052,0.000500328,95.21155,0,0,90.51184,0,0,97.22571,0,0,96.30255,0.03052,0.000500328,95.51672,0,0,87.14728,0,0,98.11072,0,0
437,60,1.4,0,0,97.10364,0.03052,0.000508667,,,96.05078,0,0,95.24207,0.03052,0.000508667,90.51184,0,0,97.22571,0,0,96.30255,0,0,95.51672,0,0,87.14728,0,0,98.08783,-0.02289,-0.0003815
438,59,1.4,0,0,97.10364,0,0,,,96.05078,0,0,95.24207,0,0,90.51184,0,0,97.22571,0,0,96.30255,0,0,95.54724,0.03052,0.000517288,87.14728,0,0,98.08783,0,0
439,60,1.4,0,0,97.10364,0,0,,,96.0813,0.03052,0.000508667,95.24207,0,0,90.51184,0,0,97.22571,0,0,96.30255,0,0,95.54724,0,0,87.14728,0,0,98.14124,0.05341,0.000890167
440,60,1.4,0,0,97.10364,0,0,,,96.0813,0,0,95.27258,0.03051,0.0005085,90.54236,0.03052,0.000508667,97.25623,0.03052,0.000508667,96.3407,0.03815,0.000635833,95.54724,0,0,87.1778,0.03052,0.000508667,98.08783,-0.05341,-0.000890167
441,60,1.4,0,0,97.10364,0,0,,,96.11182,0.03052,0.000508667,95.27258,0,0,90.54236,0,0,97.25623,0,0,96.3407,0,0,95.57776,0.03052,0.000508667,87.1778,0,0,98.08783,0,0
442,60,1.4,0,0,97.13416,0.03052,0.000508667,,,96.11182,0,0,95.27258,0,0,90.54236,0,0,97.25623,0,0,96.37122,0.03052,0.000508667,95.57776,0,0,87.1778,0,0,98.08783,0,0
443,60,1.4,0,0,97.13416,0,0,,,96.11182,0,0,95.31073,0.03815,0.000635833,90.54236,0,0,97.29437,0.03814,0.000635667,96.37122,0,0,95.57776,0,0,87.1778,0,0,98.14124,0.05341,0.000890167
444,60,1.4,0,0,97.13416,0,0,,,96.14233,0.03051,0.0005085,95.31073,0,0,90.57288,0.03052,0.000508667,97.29437,0,0,96.37122,0,0,95.57776,0,0,87.1778,0,0,98.14124,0,0
445,60,1.4,0,0,97.13416,0,0,,,96.14233,0,0,95.31073,0,0,90.57288,0,0,97.29437,0,0,96.40173,0.03051,0.0005085,95.57776,0,0,87.1778,0,0,98.17938,0.03814,0.000635667
446,60,1.4,0,0,97.16467,0.03051,0.0005085,,,96.14233,0,0,95.31073,0,0,90.57288,0,0,97.29437,0,0,96.40173,0,0,95.60828,0.03052,0.000508667,87.20831,0.03051,0.0005085,98.17938,0,0
447,60,1.4,0,0,97.16467,0,0,,,96.17285,0.03052,0.000508667,95.34125,0.03052,0.000508667,90.57288,0,0,97.32489,0.03052,0.000508667,96.40173,0,0,95.60828,0,0,87.20831,0,0,98.17938,0,0
448,61,1.4,0,0,97.16467,0,0,,,96.17285,0,0,95.34125,0,0,90.57288,0,0,97.32489,0,0,96.43225,0.03052,0.000500328,95.60828,0,0,87.20831,0,0,98.17938,0,0
449,59,1.4,0,0,97.16467,0,0,,,96.17285,0,0,95.34125,0,0,90.57288,0,0,97.32489,0,0,96.43225,0,0,95.60828,0,0,87.20831,0,0,98.11835,-0.06103,-0.001034407
450,61,1.4,0,0,97.16467,0,0,,,96.20337,0.03052,0.000500328,95.37177,0.03052,0.000500328,90.60339,0.03051,0.000500164,97.32489,0,0,96.43225,0,0,95.63879,0.03051,0.000500164,87.20831,0,0,98.14886,0.03051,0.000500164
451,59,1.4,0,0,97.19519,0.03052,0.000517288,,,96.20337,0,0,95.37177,0,0,90.60339,0,0,97.35541,0.03052,0.000517288,96.43225,0,0,95.63879,0,0,87.20831,0,0,98.14886,0,0
452,61,1.4,0,0,97.19519,0,0,,,96.23389,0.03052,0.000500328,95.37177,0,0,90.60339,0,0,97.35541,0,0,96.46277,0.03052,0.000500328,95.63879,0,0,87.20831,0,0,98.2099,0.06104,0.001000656
453,59,1.4,0,0,97.19519,0,0,,,96.23389,0,0,95.37177,0,0,90.62628,0.02289,0.000387966,97.35541,0,0,96.46277,0,0,95.63879,0,0,87.2312,0.02289,0.000387966,98.24042,0.03052,0.000517288
454,60,1.4,0,0,97.19519,0,0,,,96.23389,0,0,95.40228,0.03051,0.0005085,90.62628,0,0,97.35541,0,0,96.49329,0.03052,0.000508667,95.63879,0,0,87.2312,0,0,98.24042,0,0
455,60,1.4,0,0,97.19519,0,0,,,96.2644,0.03051,0.0005085,95.40228,0,0,90.62628,0,0,97.38593,0.03052,0.000508667,96.49329,0,0,95.66931,0.03052,0.000508667,87.2312,0,0,98.24042,0,0
456,60,1.4,0,0,97.22571,0.03052,0.000508667,,,96.2644,0,0,95.40228,0,0,90.62628,0,0,97.38593,0,0,96.49329,0,0,95.66931,0,0,87.2312,0,0,98.24042,0,0
457,61,1.4,0,0,97.22571,0,0,,,96.2644,0,0,95.4328,0.03052,0.000500328,90.62628,0,0,97.38593,0,0,96.5238,0.03051,0.000500164,95.66931,0,0,87.26172,0.03052,0.000500328,98.24042,0,0
458,62,1.4,0,0,97.22571,0,0,,,96.2644,0,0,95.4328,0,0,90.6568,0.03052,0.000492258,97.38593,0,0,96.5238,0,0,95.66931,0,0,87.26172,0,0,98.24042,0,0
459,58,1.4,0,0,97.22571,0,0,,,96.29492,0.03052,0.000526207,95.4328,0,0,90.6568,0,0,97.41644,0.03051,0.000526034,96.5238,0,0,95.69983,0.03052,0.000526207,87.26172,0,0,98.27094,0.03052,0.000526207
460,59,1.4,0,0,97.22571,0,0,,,96.29492,0,0,95.4328,0,0,90.6568,0,0,97.41644,0,0,96.5238,0,0,95.69983,0,0,87.26172,0,0,98.27094,0,0
461,60,1.4,0,0,97.22571,0,0,,,96.29492,0,0,95.4328,0,0,90.68732,0.03052,0.000508667,97.41644,0,0,96.55432,0.03052,0.000508667,95.69983,0,0,87.26172,0,0,98.21753,-0.05341,-0.000890167
462,60,1.4,0,0,97.25623,0.03052,0.000508667,,,96.33307,0.03815,0.000635833,95.46332,0.03052,0.000508667,90.68732,0,0,97.41644,0,0,96.55432,0,0,95.69983,0,0,87.26172,0,0,98.27094,0.05341,0.000890167
463,60,1.4,0,0,97.25623,0,0,,,96.33307,0,0,95.46332,0,0,90.68732,0,0,97.41644,0,0,96.55432,0,0,95.69983,0,0,87.26172,0,0,98.27094,0,0
464,60,1.4,0,0,97.25623,0,0,,,96.33307,0,0,95.46332,0,0,90.73309,0.04577,0.000762833,97.41644,0,0,96.55432,0,0,95.73035,0.03052,0.000508667,87.26172,0,0,98.24805,-0.02289,-0.0003815
465,60,1.4,0,0,97.25623,0,0,,,96.36359,0.03052,0.000508667,95.46332,0,0,90.68732,-0.04577,-0.000762833,97.44696,0.03052,0.000508667,96.59247,0.03815,0.000635833,95.73035,0,0,87.26172,0,0,98.30145,0.0534,0.00089
466,60,1.4,0,0,97.25623,0,0,,,96.36359,0,0,95.52435,0.06103,0.001017167,90.68732,0,0,97.44696,0,0,96.59247,0,0,95.73035,0,0,87.26172,0,0,98.30145,0,0
